query_id,table_id,rel,query,query_l,idf1,idf2,idf3,idf4,idf5,idf6,row,col,nul,in_link,out_link,tImp,tPF,PMI,pgcount,leftColhits,SecColhits,bodyhits,qInPgTitle,qInTableTitle,yRank,csr_score,sim,avg,max,sum,resim,reavg,remax,resum,csim,cavg,cmax,csum,esim,eavg,emax,esum
1,table-0370-614,2,world interest rates table,4,26.291853181088058,21.809211314380157,21.13500133483996,21.958743048351117,16.52797502937065,107.72278390802995,43,4,2,2113,858,0.2,0.04676454594888527,4.593771031443551,1460.1511627906978,2,0,2,0.0,0.5,51,3.8939843,0.6035314202308655,0.15819426642900164,1.0000001192092896,6.960547722876072,0.8671182011928346,0.8471448191056514,0.8560567616358467,1.6942896382113029,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,table-0389-400,2,world interest rates table,4,26.291853181088058,21.809211314380157,21.13500133483996,21.958743048351117,16.52797502937065,107.72278390802995,7,6,0,84,95,0.5,0.03056768558951965,4.737141047371148,135.67441860465115,0,0,0,0.0,0.0,51,1.3201611,0.5910714864730835,0.15359902432620792,1.0,8.601545362267643,0.6132073450939037,0.6347390145162511,0.757018597060274,1.2694780290325023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,table-0125-805,2,world interest rates table,4,26.291853181088058,21.809211314380157,21.13500133483996,21.958743048351117,16.52797502937065,107.72278390802995,7,6,0,246,339,0.16666666666666666,0.007948523845571537,4.737141047371148,218.75581395348837,0,0,0,0.0,0.0,51,1.3201611,0.5949596166610718,0.15251221042514468,1.0,9.150732625508681,0.7188327839993349,0.7158146785443958,0.7672420775013091,1.4316293570887917,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,table-1042-895,1,world interest rates table,4,26.291853181088058,21.809211314380157,21.13500133483996,21.958743048351117,16.52797502937065,107.72278390802995,7,6,3,8,61,1.0,0.033123028391167195,4.511100149417712,31.0,0,0,3,0.0,0.5,51,2.639174,0.6613691449165344,0.14766295661341727,1.0000001192092896,10.041081049712375,0.7105357056788738,0.7207505615255645,0.8145130254195224,1.441501123051129,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,table-0255-236,1,world interest rates table,4,26.291853181088058,21.809211314380157,21.13500133483996,21.958743048351117,16.52797502937065,107.72278390802995,66,6,1,251,1000,0.05555555555555555,49.5,0.8124075965306917,164.06976744186048,5,0,77,0.0,0.0,51,6.906328,0.4254660904407501,0.11090834386413917,0.3841416537761688,4.436333754565567,0.9477195057512644,0.6301519685131056,0.8888970820765018,11.342735433235902,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,table-0904-852,1,world interest rates table,4,26.291853181088058,21.809211314380157,21.13500133483996,21.958743048351117,16.52797502937065,107.72278390802995,12,4,9,18,40,0.16666666666666666,0.01844026123703419,4.648353879712868,55.325581395348834,0,0,0,0.0,0.25,51,0.92707944,0.5977703928947449,0.15131299145734653,1.0000001192092896,15.73655111156404,0.6938331136890473,0.7095299668237487,0.8197003057670037,1.4190599336474974,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,table-0914-101,1,world interest rates table,4,26.291853181088058,21.809211314380157,21.13500133483996,21.958743048351117,16.52797502937065,107.72278390802995,12,4,9,683,235,0.0625,0.005121638924455826,4.648353879712868,1295.046511627907,0,0,0,0.0,0.25,51,0.92907345,0.6087955236434937,0.15696619963273406,1.0000001192092896,13.185160769149661,0.5735420350234041,0.5762421839901093,0.6338902699154536,1.1524843679802186,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,table-0037-411,1,world interest rates table,4,26.291853181088058,21.809211314380157,21.13500133483996,21.958743048351117,16.52797502937065,107.72278390802995,23,4,23,62,117,1.0,0.017926734216679657,5.3316683635499595,102.67441860465117,0,0,0,0.0,0.5,51,0.9612385,0.5867916941642761,0.12722384742228315,1.0000001192092896,10.177907793782651,0.7548381211103364,0.7641071338133274,0.8585676600962779,1.5282142676266548,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,table-0552-510,1,world interest rates table,4,26.291853181088058,21.809211314380157,21.13500133483996,21.958743048351117,16.52797502937065,107.72278390802995,1,4,0,5,17,0.5,0.043478260869565216,4.3357760228855335,2.2325581395348837,0,0,0,0.0,0.25,51,1.1876767,0.6564376950263977,0.1695969417967717,1.000000238418579,6.783877671870869,0.7646654040187763,0.7668286814767297,0.8390141355550045,1.5336573629534593,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,table-0875-680,0,world interest rates table,4,26.291853181088058,21.809211314380157,21.13500133483996,21.958743048351117,16.52797502937065,107.72278390802995,8,2,0,147,238,1.0,0.0034980323567993005,4.575543133055706,89.66279069767442,0,0,0,0.25,0.5,51,1.6498882,0.6255653500556946,0.13959735224489123,1.0000001192092896,13.401345815509558,0.7326538813571414,0.7429719890666517,0.8389547507957527,1.4859439781333035,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,table-1020-619,0,world interest rates table,4,26.291853181088058,21.809211314380157,21.13500133483996,21.958743048351117,16.52797502937065,107.72278390802995,4,3,0,3,20,1.0,0.016597510373443983,4.809421013153716,2.36046511627907,0,0,0,0.0,0.5,51,1.1959685,0.6219732761383057,0.15891348373972708,1.0000001192092896,5.720885414630175,0.33433571580095656,0.31178166378512384,0.35665649266287175,0.6235633275702477,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
